Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
Sharaya J,Sharaya J,,12,15,8,0.189286,0.199327,98930.097129,0.01011,0.01011,5,0.000129,0,0.090909,6,0.159492
Rhona Bennett,Rhona Bennett,,2,2,9,0.176246,0.183226,0,0.002275,0.002275,5,0.000026,0,1,1,0.032141
James Fauntleroy,James Fauntleroy,,12,13,8,0.19115,0.200444,127091.605356,0.006011,0.006011,5,0.000156,0,0.030303,2,0.106344
Kirk Franklin,Kirk Franklin,,9,9,8,0.189832,0.199583,49112.784128,0.006623,0.006623,5,0.000093,0,0.083333,3,0.104842
Fred Jerkins III,Fred Jerkins III,,1,1,9,0.17554,0.18228,0,0.001958,0.001958,5,0.000016,0,0,0,0.02645
Monica (entertainer),Monica (entertainer),,3,3,9,0.177004,0.184402,5601.245144,0.002668,0.002668,5,0.000038,0,0,0,0.039659
LaShawn Daniels,LaShawn Daniels,,1,1,9,0.17554,0.18228,0,0.001958,0.001958,5,0.000016,0,0,0,0.02645
Ray J,Ray J,,7,7,9,0.181986,0.190601,41031.534671,0.003545,0.003545,5,0.000081,0,0.047619,1,0.067446
The Clipse,The Clipse,,1,1,10,0.149906,0.154209,0,0.000189,0.000189,5,0.000018,0,0,0,0.003435
Bleona,Bleona,,4,7,9,0.186372,0.195839,52178.622707,0.006388,0.006388,5,0.000051,0,0,0,0.09277
John Shanks,John Shanks,,1,1,10,0.157095,0.162398,0,0.000447,0.000447,5,0.000018,0,0,0,0.006447
Andre Lindal,Andre Lindal,,9,10,8,0.194791,0.203964,67749.730139,0.00498,0.00498,5,0.000093,0,0.027778,1,0.092713
Maroon 5,Maroon 5,,6,6,9,0.18794,0.195949,51101.736537,0.001498,0.001498,22,0.000064,0,0,0,0.0475
Monica Denise Arnold,Monica Denise Arnold,,1,1,9,0.163035,0.168079,0,0.000348,0.000348,5,0.000017,0,0,0,0.006883
Chris Medina,Chris Medina,,2,2,9,0.174444,0.180116,2097.308103,0.000751,0.000751,5,0.000024,0,0,0,0.013377
DJ Clue,DJ Clue,,2,2,9,0.165729,0.172056,985.835431,0.000666,0.000666,5,0.000028,0,0,0,0.016005
Fabolous,Fabolous,,6,6,9,0.174576,0.182346,22486.491553,0.001524,0.001524,0,0.000069,0,0,0,0.038594
Lil' Mo,Lil' Mo,,4,4,9,0.172349,0.179664,1052.155267,0.004103,0.004102,5,0.000045,0,0.333333,2,0.059392
Big Bert,Big Bert,,5,8,9,0.181163,0.189298,5459.76988,0.00334,0.00334,5,0.000053,0,0.2,2,0.052601
Anthony Preston (record producer),Anthony Preston (record producer),,9,12,8,0.182714,0.192959,12679.218486,0.005127,0.005127,5,0.000091,0,0.138889,5,0.11421
T.I.,T.I.,,10,10,9,0.185864,0.195977,44752.128223,0.006642,0.006641,5,0.000107,0,0.022222,1,0.130678
Sandy Vee,Sandy Vee,,4,6,9,0.17504,0.183011,2121.131707,0.001708,0.001708,25,0.000048,0,0.166667,1,0.045427
M4SONIC,M4SONIC,,9,11,8,0.179558,0.188759,31354.932539,0.002993,0.002993,25,0.0001,0,0.083333,3,0.075455
GLOWINTHEDARK,GLOWINTHEDARK,,11,19,8,0.183352,0.193074,101969.984109,0.002632,0.002632,25,0.000137,0,0.036364,2,0.08926
Mikky Ekko,Mikky Ekko,,6,9,8,0.18404,0.192486,94904.501076,0.002265,0.002265,5,0.000076,0,0,0,0.060164
Sebastian Ingrosso,Sebastian Ingrosso,,10,14,9,0.171733,0.180449,24158.573518,0.00234,0.00234,25,0.000113,0,0.155556,7,0.088209
Steve Angello,Steve Angello,,4,6,9,0.167755,0.175747,359.748414,0.001495,0.001495,25,0.000048,0,0.5,3,0.055057
Max Elto,Max Elto,,1,1,9,0.165275,0.172455,0,0.000837,0.000837,25,0.000018,0,0,0,0.027164
Kryoman,Kryoman,,2,2,9,0.171684,0.179421,2307.360401,0.001117,0.001117,25,0.000029,0,0,0,0.042412
"Jerry Calliste, Jr.","Jerry Calliste, Jr.",,1,1,9,0.165275,0.172455,0,0.000837,0.000837,25,0.000018,0,0,0,0.027164
Taio Cruz,Taio Cruz,,5,5,9,0.172404,0.180236,14856.988431,0.001448,0.001448,25,0.000061,0,0.1,1,0.04809
Lindy Robbins,Lindy Robbins,,1,1,9,0.165275,0.172455,0,0.000837,0.000837,25,0.000018,0,0,0,0.027164
Jason Evigan,Jason Evigan,,1,1,9,0.165275,0.172455,0,0.000837,0.000837,25,0.000018,0,0,0,0.027164
Stadiumx,Stadiumx,,2,3,9,0.169338,0.176726,0,0.001128,0.001128,25,0.000029,0,1,1,0.038368
JD Davis,JD Davis,,1,1,9,0.165275,0.172455,0,0.000837,0.000837,25,0.000018,0,0,0,0.027164
Digital LAB,Digital LAB,,3,3,9,0.172364,0.180396,2307.360401,0.001396,0.001396,25,0.000041,0,0.666667,2,0.056965
Ludacris,Ludacris,,6,6,9,0.184901,0.194515,193974.654965,0.002868,0.002868,10,0.000071,0,0,0,0.086641
Sam Martin (singer),Sam Martin (singer),,1,2,9,0.165275,0.172455,0,0.000837,0.000837,25,0.000018,0,0,0,0.027164
Skylar Grey,Skylar Grey,,1,1,9,0.165275,0.172455,0,0.000837,0.000837,25,0.000018,0,0,0,0.027164
Fetty Wap,Fetty Wap,,1,1,9,0.165275,0.172455,0,0.000837,0.000837,25,0.000018,0,0,0,0.027164
Emeli Sandé,Emeli Sandé,,3,4,9,0.180536,0.190162,35032.929837,0.002327,0.002327,25,0.000039,0,0,0,0.063159
Flo Rida,Flo Rida,,7,7,9,0.177907,0.187276,24294.091648,0.002864,0.002864,0,0.000077,0,0.095238,2,0.081052
Marc Mysterio,Marc Mysterio,,3,4,9,0.167016,0.174356,9071.270459,0.000981,0.000981,0,0.000041,0,0.333333,1,0.032583
Ummet Ozcan,Ummet Ozcan,,1,1,9,0.165275,0.172455,0,0.000837,0.000837,25,0.000018,0,0,0,0.027164
Rob Kleiner,Rob Kleiner,,1,1,9,0.165275,0.172455,0,0.000837,0.000837,25,0.000018,0,0,0,0.027164
Nico & Vinz,Nico & Vinz,,2,2,9,0.165646,0.173113,0,0.00097,0.00097,25,0.000028,0,1,1,0.034201
Tara McDonald,Tara McDonald,,4,4,9,0.173636,0.182255,8784.509161,0.001609,0.001609,25,0.00005,0,0.166667,1,0.052897
VASSY (singer),VASSY (singer),,1,1,9,0.165275,0.172455,0,0.000837,0.000837,25,0.000018,0,0,0,0.027164
Afrojack,Afrojack,,10,13,8,0.18338,0.192505,38772.836542,0.003815,0.003815,25,0.000113,0,0.2,9,0.117453
Steve Aoki,Steve Aoki,,41,54,8,0.193358,0.203805,649057.383504,0.004009,0.004009,25,0.000555,0,0.010976,9,0.175133
Curtis Stigers,Curtis Stigers,,1,1,9,0.167405,0.173394,0,0.000826,0.000826,5,0.000017,0,0,0,0.008706
Boyz II Men,Boyz II Men,,36,52,8,0.197796,0.210159,512893.938653,0.014815,0.014815,5,0.000434,0,0.025397,16,0.253796
Vivian Green,Vivian Green,,1,1,9,0.165134,0.171646,0,0.001036,0.001036,5,0.000018,0,0,0,0.018805
Michael Bivins,Michael Bivins,,3,4,9,0.170046,0.177453,1866.395529,0.002304,0.002304,5,0.000038,0,0.333333,1,0.037745
Brian McKnight,Brian McKnight,,8,8,8,0.178736,0.187241,10535.227214,0.004165,0.004165,5,0.000087,0,0.142857,4,0.073842
Uncle Sam (singer),Uncle Sam (singer),,1,1,9,0.165134,0.171646,0,0.001036,0.001036,5,0.000018,0,0,0,0.018805
L.A. Reid,L.A. Reid,,1,1,9,0.165134,0.171646,0,0.001036,0.001036,5,0.000018,0,0,0,0.018805
Dallas Austin,Dallas Austin,,2,2,9,0.168147,0.175154,3175.466499,0.001221,0.001221,5,0.000028,0,0,0,0.02467
Keith Hetrick,Keith Hetrick,,2,2,9,0.174025,0.181429,1423.014644,0.00158,0.00158,5,0.000027,0,0,0,0.030874
Michael McCary,Michael McCary,,1,1,9,0.165134,0.171646,0,0.001036,0.001036,5,0.000018,0,0,0,0.018805
Nathan Morris,Nathan Morris,,1,1,9,0.165134,0.171646,0,0.001036,0.001036,5,0.000018,0,0,0,0.018805
Shawn Stockman,Shawn Stockman,,1,1,9,0.165134,0.171646,0,0.001036,0.001036,5,0.000018,0,0,0,0.018805
Wanya Morris,Wanya Morris,,1,1,9,0.165134,0.171646,0,0.001036,0.001036,5,0.000018,0,0,0,0.018805
Marc Nelson,Marc Nelson,,3,3,9,0.171403,0.178545,0,0.001802,0.001802,5,0.000037,0,1,3,0.034231
Ruda Real,Ruda Real,,1,1,9,0.165134,0.171646,0,0.001036,0.001036,5,0.000018,0,0,0,0.018805
Exile (Japanese band),Exile (Japanese band),,1,1,9,0.165134,0.171646,0,0.001036,0.001036,5,0.000018,0,0,0,0.018805
Full Blown Entertainment,Full Blown Entertainment,,3,3,9,0.17023,0.177596,3003.333643,0.001581,0.001581,0,0.000041,0,0,0,0.033216
Mark B. Christensen,Mark B. Christensen,,1,1,9,0.165134,0.171646,0,0.001036,0.001036,5,0.000018,0,0,0,0.018805
Carlos McKinney,Carlos McKinney,,1,1,9,0.165134,0.171646,0,0.001036,0.001036,5,0.000018,0,0,0,0.018805
Captain Rapp,Captain Rapp,,2,5,9,0.175097,0.18268,19416,0.002063,0.002063,5,0.000036,0,0,0,0.029441
DJ Flash,DJ Flash,,1,1,10,0.149007,0.153474,0,0.000144,0.000144,5,0.000023,0,0,0,0.00251
Dennis Coffey,Dennis Coffey,,1,1,10,0.149831,0.154493,0,0.000207,0.000207,5,0.000019,0,0,0,0.004241
Sixto Rodriguez,Sixto Rodriguez,,1,1,10,0.149831,0.154493,0,0.000207,0.000207,5,0.000019,0,0,0,0.004241
Gallery (band),Gallery (band),,1,1,10,0.149831,0.154493,0,0.000207,0.000207,5,0.000019,0,0,0,0.004241
Hikaru Utada,Hikaru Utada,,3,3,9,0.182781,0.19102,4458.505072,0.003779,0.003779,5,0.000033,0,0,0,0.055569
Wham!,Wham!,,3,3,9,0.168866,0.175125,0,0.000711,0.000711,18,0.000038,0,1,3,0.014531
Mark McLean,Mark McLean,,3,4,9,0.168819,0.175075,38831,0.000614,0.000614,18,0.000058,0,0,0,0.012236
IU (singer),IU (singer),,1,1,9,0.175094,0.182645,0,0.002053,0.002053,5,0.000017,0,0,0,0.028569
SOS Band,SOS Band,,1,1,9,0.150211,0.155074,0,0.000236,0.000236,5,0.000017,0,0,0,0.005314
Jimmy Jam & Terry Lewis,Jimmy Jam & Terry Lewis,,3,3,9,0.16351,0.169848,3643.128218,0.000827,0.000827,5,0.000041,0,0,0,0.019872
Maxwell (musician),Maxwell (musician),,4,4,8,0.18453,0.192984,11931.479275,0.002633,0.002633,26,0.000046,0,0.166667,1,0.047902
Jaco Pastorius,Jaco Pastorius,,28,57,8,0.201859,0.212834,303386.214384,0.030904,0.030904,26,0.000304,0,0.055556,21,0.234113
V.S.O.P. (group),V.S.O.P. (group),,1,1,9,0.176661,0.183307,0,0.00489,0.00489,26,0.000016,0,0,0,0.028002
The Headhunters,The Headhunters,,2,2,8,0.181848,0.18838,5978.220073,0.005018,0.005018,26,0.000026,0,0,0,0.031507
Miles Davis Quintet,Miles Davis Quintet,,3,3,9,0.178608,0.186302,12529.304839,0.01545,0.01545,26,0.000033,0,0.333333,1,0.065163
Howard Jones (musician),Howard Jones (musician),,5,5,8,0.192109,0.200172,85060.930514,0.005792,0.005792,24,0.00006,0,0,0,0.053377
Joe Henderson,Joe Henderson,,6,7,8,0.185344,0.194482,28284.845022,0.022382,0.022383,26,0.000059,0,0.2,3,0.117678
Thad Jones,Thad Jones,,2,2,9,0.17825,0.185958,5353.626029,0.012878,0.012878,26,0.000024,0,0,0,0.051405
Rose Royce,Rose Royce,,1,1,10,0.150519,0.155407,0,0.000245,0.000245,5,0.000017,0,0,0,0.00513
Rare Earth (band),Rare Earth (band),,2,2,9,0.167605,0.173615,2200.358693,0.000695,0.000695,5,0.000027,0,0,0,0.012527
Willie Hutch,Willie Hutch,,2,3,10,0.154402,0.159977,1112.962074,0.000288,0.000288,5,0.00003,0,0,0,0.007144
Motown,Motown,,1,1,9,0.165421,0.171079,0,0.000768,0.000768,5,0.000018,0,0,0,0.006788
Funk Brothers,Funk Brothers,,2,2,9,0.166652,0.172528,3569.200667,0.000857,0.000857,5,0.00003,0,0,0,0.009386
Johnnie Mae Matthews,Johnnie Mae Matthews,,5,7,9,0.165252,0.171404,41225.964064,0.001274,0.001274,5,0.000072,0,0,0,0.023271
Carrie Lucas,Carrie Lucas,,4,6,9,0.177598,0.184796,29129.049694,0.002124,0.002124,5,0.000056,0,0.166667,1,0.023217
Dick Griffey,Dick Griffey,,1,1,10,0.150815,0.155046,0,0.000148,0.000148,5,0.00002,0,0,0,0.002321
Sean Paul,Sean Paul,,5,5,9,0.16568,0.172713,2984.766097,0.001261,0.001261,5,0.00006,0,0,0,0.0325
LMFAO,LMFAO,,3,3,9,0.171262,0.179097,1441.092322,0.001406,0.001406,5,0.000038,0,0,0,0.036682
Joey Boy,Joey Boy,,4,5,9,0.172926,0.180399,38831,0.00123,0.00123,5,0.000064,0,0.166667,1,0.027664
Snow (musician),Snow (musician),,1,1,10,0.147432,0.151838,0,0.000086,0.000086,5,0.000021,0,0,0,0.002655
Too Phat,Too Phat,,1,1,10,0.147432,0.151838,0,0.000086,0.000086,5,0.000021,0,0,0,0.002655
Fonzworth Bentley,Fonzworth Bentley,,5,6,8,0.187143,0.195772,29369.463489,0.003112,0.003112,5,0.000062,0,0,0,0.067424
Cody Wise,Cody Wise,,1,2,9,0.171881,0.178922,0,0.001026,0.001026,5,0.000017,0,0,0,0.020354
Common (rapper),Common (rapper),,39,55,8,0.207179,0.219775,790645.458715,0.011566,0.011566,0,0.000457,0,0.025641,19,0.311385
Malik Yusef,Malik Yusef,,1,1,9,0.171624,0.17809,0,0.000809,0.000808,0,0.000018,0,0,0,0.022623
Fort Minor,Fort Minor,,2,3,9,0.173713,0.18108,837.408264,0.001049,0.001049,0,0.000028,0,0,0,0.028361
Tef Poe,Tef Poe,,2,3,9,0.175818,0.183405,0,0.001697,0.001697,0,0.000028,0,1,1,0.048259
Soulquarians,Soulquarians,,4,4,9,0.180363,0.188506,2219.74801,0.002091,0.002091,0,0.000047,0,0.5,3,0.068843
J Dilla,J Dilla,,9,13,8,0.188755,0.198844,44413.168539,0.004878,0.004878,0,0.000098,0,0.25,9,0.146396
Paul David Wilson,Paul David Wilson,,1,1,9,0.171624,0.17809,0,0.000809,0.000808,0,0.000018,0,0,0,0.022623
G Herbo,G Herbo,,1,1,9,0.171624,0.17809,0,0.000809,0.000808,0,0.000018,0,0,0,0.022623
Ed O.G.,Ed O.G.,,16,24,9,0.186217,0.196136,182110.484857,0.004,0.004,0,0.000206,0,0.05,6,0.131275
Hi-Tek,Hi-Tek,,2,2,9,0.175818,0.183405,0,0.001697,0.001697,0,0.000028,0,1,1,0.048259
Dwele,Dwele,,2,2,9,0.179383,0.18735,0,0.002123,0.002123,0,0.000027,0,1,1,0.0514
R.O.E.,R.O.E.,,4,6,9,0.18192,0.190273,22741.511658,0.001901,0.001901,0,0.000054,0,0,0,0.063377
Muhsinah,Muhsinah,,2,2,9,0.173557,0.180592,12535.667653,0.000883,0.000883,0,0.000031,0,0,0,0.030712
Vince Staples,Vince Staples,,3,3,9,0.183696,0.190702,13038.612185,0.001131,0.001131,7,0.00004,0,0,0,0.033406
Luke Christopher,Luke Christopher,,1,1,9,0.171624,0.17809,0,0.000809,0.000808,0,0.000018,0,0,0,0.022623
Floetry,Floetry,,3,3,9,0.17821,0.185621,10646.722986,0.001897,0.001897,5,0.000035,0,0.333333,1,0.043725
The Last Poets,The Last Poets,,2,2,9,0.180241,0.187268,31443.768791,0.000978,0.000978,7,0.000028,0,0,0,0.029348
Large Professor,Large Professor,,4,4,9,0.180637,0.189672,11146.646021,0.003223,0.003223,5,0.000049,0,0.166667,1,0.08402
Lil Bibby,Lil Bibby,,1,1,9,0.171624,0.17809,0,0.000809,0.000808,0,0.000018,0,0,0,0.022623
Femi Kuti,Femi Kuti,,2,2,9,0.173977,0.180738,17419.049022,0.000893,0.000893,0,0.000031,0,0,0,0.026349
Lucy O'Byrne,Lucy O'Byrne,,2,4,9,0.172557,0.179846,6002.483302,0.001084,0.001084,5,0.000032,0,0,0,0.02257
Basto,Basto,,11,13,8,0.18387,0.192741,274787.980191,0.00228,0.00228,5,0.000163,0,0.018182,1,0.059785
Sander Van Doorn,Sander Van Doorn,,1,1,9,0.155314,0.160313,0,0.000159,0.000159,5,0.00002,0,0,0,0.005363
Peter Luts,Peter Luts,,1,1,9,0.155314,0.160313,0,0.000159,0.000159,5,0.00002,0,0,0,0.005363
Ian Van Dahl,Ian Van Dahl,,1,1,9,0.155314,0.160313,0,0.000159,0.000159,5,0.00002,0,0,0,0.005363
Lasgo,Lasgo,,1,1,9,0.155314,0.160313,0,0.000159,0.000159,5,0.00002,0,0,0,0.005363
John Dahlbäck,John Dahlbäck,,2,2,9,0.156394,0.161665,2249.306764,0.000173,0.000173,25,0.000033,0,0,0,0.007476
Mark With A K,Mark With A K,,1,1,9,0.155314,0.160313,0,0.000159,0.000159,5,0.00002,0,0,0,0.005363
Apl.de.ap,Apl.de.ap,,8,13,8,0.180578,0.189848,48776.374779,0.002668,0.002668,5,0.000099,0,0.214286,6,0.072045
Atban Klann,Atban Klann,,1,1,9,0.152958,0.158217,0,0.000186,0.000186,5,0.000018,0,0,0,0.00578
Bamboo Mañalac,Bamboo Mañalac,,1,1,9,0.152958,0.158217,0,0.000186,0.000186,5,0.000018,0,0,0,0.00578
Cheryl Cole,Cheryl Cole,,2,2,9,0.175394,0.182434,7373.568168,0.001129,0.001129,2,0.00003,0,0,0,0.023917
Flesh-n-Bone,Flesh-n-Bone,,9,11,9,0.177676,0.185785,54607.840073,0.001476,0.001476,0,0.000111,0,0.055556,2,0.044944
Tippa Irie,Tippa Irie,,1,1,10,0.1553,0.159897,0,0.000108,0.000108,11,0.000018,0,0,0,0.005953
Long Beach Shortbus,Long Beach Shortbus,,3,6,9,0.167386,0.173048,0,0.000304,0.000304,11,0.000039,0,1,3,0.01985
Marshall Goodman,Marshall Goodman,,2,3,9,0.162831,0.168069,0,0.000211,0.000211,11,0.000029,0,1,1,0.013417
Frankie J,Frankie J,,4,5,9,0.175408,0.182611,22946.839912,0.001458,0.001458,0,0.000051,0,0,0,0.036687
Anja Nissen,Anja Nissen,,2,3,9,0.172392,0.179731,3170.17642,0.001091,0.001091,5,0.000028,0,0,0,0.023525
Wolfgang Gartner,Wolfgang Gartner,,6,10,9,0.179349,0.187011,73999.344379,0.001213,0.001213,25,0.00009,0,0.066667,1,0.035527
Jermain Jackman,Jermain Jackman,,1,2,9,0.171881,0.178922,0,0.001026,0.001026,5,0.000017,0,0,0,0.020354
Leah McFall,Leah McFall,,1,2,9,0.171881,0.178922,0,0.001026,0.001026,5,0.000017,0,0,0,0.020354
Wynter Gordon,Wynter Gordon,,4,4,9,0.170323,0.178112,17071.222598,0.000946,0.000946,0,0.000054,0,0,0,0.032802
The Bloody Beetroots,The Bloody Beetroots,,4,4,9,0.178246,0.18593,36315.356971,0.000929,0.000929,25,0.000052,0,0.333333,2,0.044118
The Willowz,The Willowz,,2,2,9,0.168263,0.174334,4670.102274,0.000377,0.000377,25,0.000031,0,0,0,0.019189
Tony Junior,Tony Junior,,1,1,9,0.16203,0.167533,0,0.00028,0.00028,25,0.000019,0,0,0,0.015248
Charlie Wilson (singer),Charlie Wilson (singer),,19,21,8,0.199667,0.211268,278965.668659,0.007783,0.007783,5,0.0002,0,0.005848,1,0.164664
Laney Stewart,Laney Stewart,,5,5,8,0.178777,0.186686,20271.089886,0.002391,0.002391,5,0.000055,0,0.1,1,0.043896
TRU (band),TRU (band),,2,2,9,0.167969,0.175035,1841.734373,0.000913,0.000913,5,0.000031,0,0,0,0.02287
Mia X,Mia X,,3,4,9,0.168684,0.176278,4089.869608,0.001353,0.001352,0,0.000043,0,0,0,0.029786
Zapp (band),Zapp (band),,3,3,9,0.170998,0.177977,2332.187489,0.001033,0.001033,5,0.000036,0,0.333333,1,0.02476
Fantasia Barrino,Fantasia Barrino,,4,5,9,0.177198,0.185517,7722.096392,0.00383,0.00383,5,0.000046,0,0.166667,1,0.061569
John Newman (singer),John Newman (singer),,2,3,9,0.170538,0.176997,2215.234832,0.000639,0.000639,25,0.000029,0,0,0,0.015257
Dizzee Rascal,Dizzee Rascal,,34,47,8,0.199607,0.210257,717291.787051,0.004369,0.004369,5,0.000454,0,0.005348,3,0.141829
S.K.I.T.Z Beatz,S.K.I.T.Z Beatz,,17,23,9,0.180935,0.190466,186043.653373,0.00478,0.00478,5,0.000239,0,0.036765,5,0.102776
Guthrie Govan,Guthrie Govan,,2,3,9,0.175562,0.182081,33396.841512,0.000461,0.000461,5,0.00003,0,0,0,0.022057
Sean Kingston,Sean Kingston,,3,3,9,0.169851,0.176434,7314.436919,0.000706,0.000706,5,0.000044,0,0,0,0.021981
Merky ACE,Merky ACE,,1,1,9,0.166395,0.172009,0,0.000305,0.000305,5,0.000019,0,0,0,0.012463
The Young Punx,The Young Punx,,1,1,9,0.166395,0.172009,0,0.000305,0.000305,5,0.000019,0,0,0,0.012463
Mizz Beats,Mizz Beats,,1,1,9,0.166395,0.172009,0,0.000305,0.000305,5,0.000019,0,0,0,0.012463
Scrufizzer,Scrufizzer,,1,1,9,0.166395,0.172009,0,0.000305,0.000305,5,0.000019,0,0,0,0.012463
Smurfie Syco,Smurfie Syco,,1,1,9,0.166395,0.172009,0,0.000305,0.000305,5,0.000019,0,0,0,0.012463
Newham Generals,Newham Generals,,3,4,9,0.169855,0.176712,9083.746551,0.000695,0.000695,5,0.000043,0,0.333333,1,0.025658
Florence and the Machine,Florence and the Machine,,1,2,9,0.166395,0.172009,0,0.000305,0.000305,5,0.000019,0,0,0,0.012463
Jessie J,Jessie J,,3,3,9,0.176957,0.184369,6393.120608,0.001025,0.001025,0,0.00004,0,0,0,0.02678
Roll Deep,Roll Deep,,1,1,9,0.166395,0.172009,0,0.000305,0.000305,5,0.000019,0,0,0,0.012463
Jay Z,Jay Z,,10,10,8,0.210738,0.222227,635902.792785,0.009574,0.009574,0,0.000115,0,0.066667,3,0.19751
Tinie Tempah,Tinie Tempah,,6,7,9,0.175174,0.18332,19436.142418,0.00138,0.00138,25,0.000071,0,0.066667,1,0.048896
Wiley (rapper),Wiley (rapper),,3,4,9,0.172493,0.179377,4710.247513,0.001128,0.001128,5,0.000042,0,0.333333,1,0.032788
Teriy Keys,Teriy Keys,,1,1,9,0.166395,0.172009,0,0.000305,0.000305,5,0.000019,0,0,0,0.012463
Tinchy Stryder,Tinchy Stryder,,3,4,9,0.169828,0.176654,1769.100926,0.000758,0.000758,5,0.000042,0,0.333333,1,0.026018
Shy FX,Shy FX,,1,1,9,0.166395,0.172009,0,0.000305,0.000305,5,0.000019,0,0,0,0.012463
Tyler James (English musician),Tyler James (English musician),,4,5,9,0.174756,0.182166,40337.849163,0.001169,0.001169,5,0.000066,0,0,0,0.026368
Brooklyn Sudano,Brooklyn Sudano,,2,2,9,0.168846,0.175213,0,0.001025,0.001025,5,0.00003,0,1,1,0.014286
Brooklyn Dreams,Brooklyn Dreams,,1,1,9,0.168845,0.175187,0,0.000825,0.000825,5,0.000019,0,0,0,0.011496
Amanda Sudano,Amanda Sudano,,1,1,9,0.168845,0.175187,0,0.000825,0.000825,5,0.000019,0,0,0,0.011496
Alive N Kickin',Alive N Kickin',,1,1,9,0.168845,0.175187,0,0.000825,0.000825,5,0.000019,0,0,0,0.011496
The Hollywood Vampires,The Hollywood Vampires,,3,3,9,0.173606,0.178886,52446.664355,0.000377,0.000377,18,0.000044,0,0,0,0.012748
Sixx: A.M.,Sixx: A.M.,,1,1,9,0.164156,0.168983,0,0.00021,0.00021,18,0.000018,0,0,0,0.006408
Tony MacAlpine,Tony MacAlpine,,6,6,9,0.179579,0.18712,77712.149589,0.001098,0.001098,10,0.000072,0,0.066667,1,0.042492
Rufus and Chaka Khan,Rufus and Chaka Khan,,1,1,9,0.163429,0.169096,0,0.000627,0.000627,5,0.000017,0,0,0,0.008514
The Notorious B.I.G.,The Notorious B.I.G.,,4,4,9,0.173377,0.181142,4567.074085,0.00178,0.00178,5,0.00005,0,0,0,0.035534
Sylk-E. Fyne,Sylk-E. Fyne,,2,2,9,0.169762,0.176741,526.719122,0.001023,0.001023,0,0.000028,0,0,0,0.02009
David Hasselhoff,David Hasselhoff,,1,1,9,0.163429,0.169096,0,0.000627,0.000627,5,0.000017,0,0,0,0.008514
Brownstone (band),Brownstone (band),,1,1,9,0.16039,0.165486,0,0.000445,0.000445,5,0.000019,0,0,0,0.005254
Tatyana Ali,Tatyana Ali,,2,2,9,0.168162,0.174462,279.991766,0.001133,0.001133,5,0.000027,0,0,0,0.014209
Vicious (rapper),Vicious (rapper),,3,7,9,0.162864,0.168396,19498.076648,0.00058,0.00058,5,0.000049,0,0,0,0.01018
Grap Luva,Grap Luva,,8,14,9,0.175356,0.183396,24052.331677,0.002493,0.002493,0,0.000094,0,0.321429,9,0.06491
INI (hip hop group),INI (hip hop group),,2,2,9,0.162912,0.169022,0,0.000781,0.000781,0,0.000028,0,1,1,0.023175
The Sound Providers,The Sound Providers,,1,1,10,0.149195,0.153823,0,0.000174,0.000174,0,0.000018,0,0,0,0.005297
Al B. Sure,Al B. Sure,,2,2,9,0.169575,0.176808,425.499138,0.001341,0.001341,0,0.000028,0,0,0,0.023917
CL Smooth,CL Smooth,,7,12,9,0.174226,0.18185,10659.292218,0.001915,0.001915,0,0.000082,0,0.285714,6,0.049678
DJ Krush,DJ Krush,,3,3,9,0.169465,0.176172,3851.575238,0.000742,0.000742,0,0.000039,0,0,0,0.027461
Tragedy Khadafi,Tragedy Khadafi,,2,2,10,0.156437,0.162496,0,0.00066,0.00066,0,0.000031,0,1,1,0.017264
Jaheim,Jaheim,,1,1,10,0.146147,0.150657,0,0.000174,0.000174,0,0.00002,0,0,0,0.004373
Naughty By Nature,Naughty By Nature,,1,1,10,0.146147,0.150657,0,0.000174,0.000174,0,0.00002,0,0,0,0.004373
Next (group),Next (group),,1,1,10,0.146147,0.150657,0,0.000174,0.000174,0,0.00002,0,0,0,0.004373
Donell Jones,Donell Jones,,3,3,9,0.162658,0.169698,4257.797299,0.000978,0.000978,0,0.000043,0,0,0,0.022851
Dave Kelly (producer),Dave Kelly (producer),,15,17,9,0.178874,0.187771,231186.161804,0.002026,0.002026,0,0.000219,0,0,0,0.054915
Spice (singer),Spice (singer),,1,1,10,0.151734,0.156777,0,0.000142,0.000142,0,0.00002,0,0,0,0.005445
Terror Fabulous,Terror Fabulous,,1,1,10,0.151734,0.156777,0,0.000142,0.000142,0,0.00002,0,0,0,0.005445
Rayvon,Rayvon,,1,1,10,0.151734,0.156777,0,0.000142,0.000142,0,0.00002,0,0,0,0.005445
Jentina,Jentina,,1,1,10,0.151734,0.156777,0,0.000142,0.000142,0,0.00002,0,0,0,0.005445
Tanya Stephens,Tanya Stephens,,2,2,10,0.157895,0.164165,1102.425624,0.000389,0.000389,0,0.000032,0,0,0,0.012033
Foxy Brown (singer),Foxy Brown (singer),,1,1,10,0.151734,0.156777,0,0.000142,0.000142,0,0.00002,0,0,0,0.005445
En Vogue,En Vogue,,2,2,9,0.176113,0.18353,15322.469904,0.002066,0.002066,0,0.000028,0,0,0,0.030376
Bink (producer),Bink (producer),,1,1,9,0.16539,0.171479,0,0.001103,0.001103,5,0.000016,0,0,0,0.014131
